SurveyDate,Zone,Bird,Count
4/3/2005,I,Wandering Tattler,1
4/3/2005,I,Western Gull,1
4/3/2005,II,Black Turnstone,1
4/3/2005,II,Spotted Sandpiper,1
4/3/2005,III,Great Blue Heron,1
4/3/2005,III,Marbled Godwit,1
4/3/2005,III,Snowy Egret,3
4/3/2005,III,Spotted Sandpiper,2
4/3/2005,III,Western Gull,2
4/3/2005,III,Whimbrel,2
4/3/2005,III,Willet,2
4/3/2005,III Rocky Outcrop,Cormorant,4
4/3/2005,III Rocky Outcrop,Great Blue Heron,1
4/3/2005,III Rocky Outcrop,Snowy Egret,1
4/3/2005,III Rocky Outcrop,Tern,5
4/3/2005,III Rocky Outcrop,Unidentified Gull,75
4/4/2005,I,Black Turnstone,1
4/4/2005,I,Willet,1
4/4/2005,II,Western Gull,2
4/4/2005,II,Whimbrel,1
4/4/2005,III,Great Blue Heron,2
4/4/2005,III,Marbled Godwit,4
4/4/2005,III,Pelican,1
4/4/2005,III,Snowy Egret,2
4/4/2005,III,Western Gull,25
4/4/2005,III,Whimbrel,1
4/4/2005,III,Willet,1
4/4/2005,III Rocky Outcrop,Cormorant,5
4/4/2005,III Rocky Outcrop,Great Blue Heron,2
4/4/2005,III Rocky Outcrop,Pelican,5
4/4/2005,III Rocky Outcrop,Tern,5
4/4/2005,III Rocky Outcrop,Unidentified Gull,150
4/5/2005,I,Black Turnstone,1
4/5/2005,I,Western Gull,1
4/5/2005,II,Western Gull,1
4/5/2005,III,Black Turnstone,2
4/5/2005,III,Great Blue Heron,2
4/5/2005,III,Herring Gull,2
4/5/2005,III,Marbled Godwit,3
4/5/2005,III,Snowy Egret,2
4/5/2005,III,Unidentified Gull,1
4/5/2005,III,Wandering Tattler,1
4/5/2005,III,Western Gull,1
4/5/2005,III,Willet,1
4/5/2005,III Rocky Outcrop,Cormorant,3
4/5/2005,III Rocky Outcrop,Great Blue Heron,1
4/5/2005,III Rocky Outcrop,Pelican,10
4/5/2005,III Rocky Outcrop,Tern,5
4/5/2005,III Rocky Outcrop,Unidentified Gull,75
4/6/2005,I,Snowy Egret,1
4/6/2005,I,Western Gull,1
4/6/2005,I,Willet,1
4/6/2005,II,Black Turnstone,3
4/6/2005,II,Snowy Egret,2
4/6/2005,III,Black Turnstone,1
4/6/2005,III,Elegant Tern,150
4/6/2005,III,Great Blue Heron,3
4/6/2005,III,Heerman's Gull,3
4/6/2005,III,Herring Gull,5
4/6/2005,III,Marbled Godwit,3
4/6/2005,III,Pelican,9
4/6/2005,III,Snowy Egret,9
4/6/2005,III,Spotted Sandpiper,2
4/6/2005,III,Unidentified Gull,8
4/6/2005,III,Wandering Tattler,2
4/6/2005,III,Western Gull,4
4/6/2005,III,Willet,1
4/6/2005,III Rocky Outcrop,Cormorant,6
4/6/2005,III Rocky Outcrop,Pelican,37
4/6/2005,III Rocky Outcrop,Tern,17
4/6/2005,III Rocky Outcrop,Unidentified Gull,75
5/1/2005,II,Black Turnstone,1
5/1/2005,II,Snowy Egret,1
5/1/2005,II,Wandering Tattler,2
5/1/2005,II,Western Gull,1
5/1/2005,III,Great Blue Heron,1
5/1/2005,III,Snowy Egret,1
5/1/2005,III,Spotted Sandpiper,2
5/1/2005,III,Unidentified Gull,2
5/1/2005,III,Western Gull,4
5/1/2005,III Rocky Outcrop,Great Blue Heron,1
5/1/2005,III Rocky Outcrop,Pelican,1
5/1/2005,III Rocky Outcrop,Unidentified Gull,75
5/3/2005,II,Great Blue Heron,1
5/3/2005,II,Snowy Egret,2
5/3/2005,II,Unidentified Gull,1
5/3/2005,II,Wandering Tattler,1
5/3/2005,III,Herring Gull,6
5/3/2005,III,Spotted Sandpiper,3
5/3/2005,III,Unidentified Gull,8
5/3/2005,III,Western Gull,5
5/3/2005,III Rocky Outcrop,Cormorant,5
5/3/2005,III Rocky Outcrop,Great Blue Heron,1
5/3/2005,III Rocky Outcrop,Unidentified Gull,20
5/4/2005,I,Black Turnstone,1
5/4/2005,I,Spotted Sandpiper,1
5/4/2005,II,Snowy Egret,1
5/4/2005,II,Spotted Sandpiper,2
5/4/2005,II,Wandering Tattler,2
5/4/2005,II,Western Gull,1
5/4/2005,III,Great Blue Heron,1
5/4/2005,III,Herring Gull,1
5/4/2005,III,Pelican,1
5/4/2005,III,Snowy Egret,1
5/4/2005,III,Spotted Sandpiper,1
5/4/2005,III,Wandering Tattler,1
5/4/2005,III Rocky Outcrop,Pelican,7
5/4/2005,III Rocky Outcrop,Unidentified Gull,75
5/30/2005,III,Great Blue Heron,1
5/30/2005,III,Snowy Egret,1
5/30/2005,III Rocky Outcrop,Pelican,5
5/30/2005,III Rocky Outcrop,Snowy Egret,1
5/30/2005,III Rocky Outcrop,Tern,17
5/30/2005,III Rocky Outcrop,Unidentified Gull,75
10/17/2005,I,Black Oystercatcher,1
10/17/2005,I,Black Turnstone,7
10/17/2005,I,Black-Bellied Plover,1
10/17/2005,I,Spotted Sandpiper,2
10/17/2005,I,Unidentified Gull,4
10/17/2005,I,Western Gull,4
10/17/2005,II,Black Phoebe,1
10/17/2005,II,Black Turnstone,3
10/17/2005,II,Spotted Sandpiper,4
10/17/2005,II,Unidentified Bird (non-gull),1
10/17/2005,II,Unidentified Gull,91
10/17/2005,II,Wandering Tattler,2
10/17/2005,II,Western Gull,15
10/17/2005,III,Spotted Sandpiper,2
10/17/2005,III,Unidentified Gull,2
10/17/2005,III Boulders,Spotted Sandpiper,2
10/17/2005,III Rocky Outcrop,Unidentified Gull,56
11/1/2005,I,Black Phoebe,1
11/1/2005,I,Black Turnstone,8
11/1/2005,I,Spotted Sandpiper,3
11/1/2005,I,Wandering Tattler,1
11/1/2005,I,Western Gull,2
11/1/2005,II,Black Phoebe,3
11/1/2005,II,Black Turnstone,24
11/1/2005,II,Black-Bellied Plover,4
11/1/2005,II,Snowy Egret,2
11/1/2005,II,Spotted Sandpiper,3
11/1/2005,II,Wandering Tattler,2
11/1/2005,II,Western Gull,5
11/1/2005,III,Black Phoebe,1
11/1/2005,III,Cormorant,1
11/1/2005,III,Great Blue Heron,2
11/1/2005,III,Pelican,17
11/1/2005,III,Snowy Egret,5
11/1/2005,III,Spotted Sandpiper,3
11/1/2005,III,Unidentified Gull,18
11/1/2005,III,Western Gull,22
11/1/2005,III Boulders,Western Gull,3
11/1/2005,III Rocky Outcrop,Pelican,100
11/1/2005,III Rocky Outcrop,Tern,1
11/1/2005,III Rocky Outcrop,Unidentified Gull,78
11/2/2005,I,Spotted Sandpiper,2
11/2/2005,I,Wandering Tattler,2
11/2/2005,I,Western Gull,1
11/2/2005,II,Black Phoebe,1
11/2/2005,II,Snowy Egret,1
11/2/2005,II,Unidentified Gull,3
11/2/2005,II,Western Gull,2
11/2/2005,III,Black Phoebe,1
11/2/2005,III,Black Turnstone,19
11/2/2005,III,Great Blue Heron,3
11/2/2005,III,Spotted Sandpiper,6
11/2/2005,III,Unidentified Gull,70
11/2/2005,III,Western Gull,29
11/2/2005,III Rocky Outcrop,Pelican,37
11/2/2005,III Rocky Outcrop,Tern,1
11/2/2005,III Rocky Outcrop,Unidentified Gull,150
11/3/2005,I,Spotted Sandpiper,2
11/3/2005,I,Western Gull,2
11/3/2005,II,Black Phoebe,2
11/3/2005,II,Black Turnstone,5
11/3/2005,II,Spotted Sandpiper,1
11/3/2005,II,Unidentified Gull,2
11/3/2005,II,Wandering Tattler,3
11/3/2005,II,Western Gull,2
11/3/2005,III,Black Turnstone,15
11/3/2005,III,Black-Bellied Plover,1
11/3/2005,III,Great Blue Heron,1
11/3/2005,III,Pelican,1
11/3/2005,III,Snowy Egret,1
11/3/2005,III,Spotted Sandpiper,3
11/3/2005,III,Tern,2
11/3/2005,III,Unidentified Gull,165
11/3/2005,III,Western Gull,53
11/3/2005,III,Whimbrel,1
11/3/2005,III Rocky Outcrop,Pelican,26
11/3/2005,III Rocky Outcrop,Unidentified Gull,60
11/16/2005,I,Black Turnstone,16
11/16/2005,I,Snowy Egret,1
11/16/2005,I,Unidentified Gull,1
11/16/2005,I,Western Gull,5
11/16/2005,II,Black Phoebe,1
11/16/2005,II,Great Blue Heron,1
11/16/2005,II,Snowy Egret,3
11/16/2005,II,Spotted Sandpiper,1
11/16/2005,II,Unidentified Gull,2
11/16/2005,II,Western Gull,5
11/16/2005,III,Black Phoebe,2
11/16/2005,III,Great Blue Heron,2
11/16/2005,III,Snowy Egret,20
11/16/2005,III,Unidentified Gull,3
11/16/2005,III,Western Gull,9
11/16/2005,III Rocky Outcrop,Pelican,53
11/16/2005,III Rocky Outcrop,Tern,13
11/16/2005,III Rocky Outcrop,Unidentified Gull,270
11/29/2005,I,Black Phoebe,1
11/29/2005,I,Snowy Egret,1
11/29/2005,I,Western Gull,3
11/29/2005,II,Black Phoebe,1
11/29/2005,II,Black-Bellied Plover,1
11/29/2005,II,Great Egret,2
11/29/2005,II,Spotted Sandpiper,1
11/29/2005,II,Unidentified Gull,3
11/29/2005,II,Western Gull,2
11/29/2005,III,Black Phoebe,2
11/29/2005,III,Ring-Billed Gull,1
11/29/2005,III,Snowy Egret,4
11/29/2005,III,Tern,6
11/29/2005,III,Unidentified Gull,5
11/29/2005,III,Western Gull,10
11/29/2005,III Rocky Outcrop,Pelican,18
11/29/2005,III Rocky Outcrop,Tern,8
11/29/2005,III Rocky Outcrop,Unidentified Gull,155
11/30/2005,I,Snowy Egret,3
11/30/2005,I,Spotted Sandpiper,2
11/30/2005,I,Western Gull,3
11/30/2005,II,Great Blue Heron,1
11/30/2005,II,Spotted Sandpiper,1
11/30/2005,II,Unidentified Gull,1
11/30/2005,II,Wandering Tattler,1
11/30/2005,II,Western Gull,1
11/30/2005,III,Black Phoebe,1
11/30/2005,III,Ring-Billed Gull,1
11/30/2005,III,Snowy Egret,3
11/30/2005,III,Spotted Sandpiper,1
11/30/2005,III,Tern,2
11/30/2005,III,Unidentified Gull,17
11/30/2005,III,Western Gull,17
11/30/2005,III,Whimbrel,1
11/30/2005,III Rocky Outcrop,Egret,1
11/30/2005,III Rocky Outcrop,Pelican,1
11/30/2005,III Rocky Outcrop,Tern,4
11/30/2005,III Rocky Outcrop,Unidentified Gull,200
12/1/2005,I,Snowy Egret,2
12/1/2005,I,Spotted Sandpiper,2
12/1/2005,I,Wandering Tattler,2
12/1/2005,I,Western Gull,3
12/1/2005,II,Black Phoebe,2
12/1/2005,II,Spotted Sandpiper,1
12/1/2005,II,Unidentified Gull,2
12/1/2005,II,Western Gull,6
12/1/2005,III,Black Phoebe,1
12/1/2005,III,Great Blue Heron,1
12/1/2005,III,Great Egret,1
12/1/2005,III,Snowy Egret,6
12/1/2005,III,Spotted Sandpiper,2
12/1/2005,III,Tern,28
12/1/2005,III,Unidentified Gull,11
12/1/2005,III,Western Gull,11
12/1/2005,III Rocky Outcrop,Great Blue Heron,1
12/1/2005,III Rocky Outcrop,Pelican,11
12/1/2005,III Rocky Outcrop,Snowy Egret,2
12/1/2005,III Rocky Outcrop,Unidentified Gull,97
12/11/2005,I,Spotted Sandpiper,4
12/11/2005,I,Western Gull,1
12/11/2005,II,Black Phoebe,3
12/11/2005,II,Snowy Egret,1
12/11/2005,II,Spotted Sandpiper,3
12/11/2005,II,Unidentified Bird (non-gull),2
12/11/2005,II,Wandering Tattler,2
12/11/2005,II,Western Gull,1
12/11/2005,III,Black Phoebe,1
12/11/2005,III,Great Blue Heron,1
12/11/2005,III,Say's Phoebe,1
12/11/2005,III,Snowy Egret,6
12/11/2005,III,Spotted Sandpiper,4
12/11/2005,III,Wandering Tattler,1
12/11/2005,III,Whimbrel,1
12/11/2005,III Rocky Outcrop,Black Phoebe,50
12/11/2005,III Rocky Outcrop,Pelican,1
12/11/2005,III Rocky Outcrop,Tern,2
12/14/2005,I,Black Phoebe,1
12/14/2005,I,Black Turnstone,20
12/14/2005,I,Heerman's Gull,7
12/14/2005,I,Ring-Billed Gull,29
12/14/2005,I,Snowy Egret,2
12/14/2005,I,Spotted Sandpiper,2
12/14/2005,I,Unidentified Gull,42
12/14/2005,I,Western Gull,35
12/14/2005,II,Black Phoebe,2
12/14/2005,II,Ring-Billed Gull,1
12/14/2005,II,Spotted Sandpiper,1
12/14/2005,III,Black Phoebe,1
12/14/2005,III,Great Blue Heron,1
12/14/2005,III,Ring-Billed Gull,18
12/14/2005,III,Snowy Egret,6
12/14/2005,III,Tern,39
12/14/2005,III,Unidentified Gull,29
12/14/2005,III,Western Gull,10
12/14/2005,III Rocky Outcrop,Pelican,18
12/14/2005,III Rocky Outcrop,Royal Tern,30
12/14/2005,III Rocky Outcrop,Unidentified Gull,300
12/15/2005,I,Black Phoebe,1
12/15/2005,I,Ring-Billed Gull,7
12/15/2005,I,Spotted Sandpiper,1
12/15/2005,I,Unidentified Gull,63
12/15/2005,I,Western Gull,43
12/15/2005,I,Willet,1
12/15/2005,II,Black Phoebe,2
12/15/2005,II,Black Turnstone,19
12/15/2005,II,Great Blue Heron,1
12/15/2005,II,Ring-Billed Gull,1
12/15/2005,II,Snowy Egret,1
12/15/2005,III,Black Phoebe,1
12/15/2005,III,Great Blue Heron,1
12/15/2005,III,Ring-Billed Gull,9
12/15/2005,III,Say's Phoebe,1
12/15/2005,III,Snowy Egret,6
12/15/2005,III,Spotted Sandpiper,2
12/15/2005,III,Tern,2
12/15/2005,III,Unidentified Gull,16
12/15/2005,III,Western Gull,11
12/15/2005,III Rocky Outcrop,Pelican,40
12/15/2005,III Rocky Outcrop,Snowy Egret,1
12/15/2005,III Rocky Outcrop,Unidentified Gull,400
12/16/2005,I,Black Phoebe,1
12/16/2005,I,Black Turnstone,5
12/16/2005,I,Great Egret,1
12/16/2005,I,Spotted Sandpiper,2
12/16/2005,I,Unidentified Gull,35
12/16/2005,I,Wandering Tattler,1
12/16/2005,I,Western Gull,35
12/16/2005,II,Black Phoebe,1
12/16/2005,II,Black Turnstone,23
12/16/2005,II,Ring-Billed Gull,4
12/16/2005,II,Snowy Egret,2
12/16/2005,II,Spotted Sandpiper,2
12/16/2005,II,Unidentified Gull,29
12/16/2005,II,Wandering Tattler,1
12/16/2005,II,Western Gull,12
12/16/2005,III,Black Phoebe,2
12/16/2005,III,Black Turnstone,1
12/16/2005,III,Ring-Billed Gull,4
12/16/2005,III,Say's Phoebe,1
12/16/2005,III,Snowy Egret,8
12/16/2005,III,Western Gull,4
12/16/2005,III Boulders,Snowy Egret,1
12/16/2005,III Rocky Outcrop,Pelican,45
12/16/2005,III Rocky Outcrop,Tern,3
12/16/2005,III Rocky Outcrop,Unidentified Gull,300
12/28/2005,I,Ruddy Turnstone,7
12/28/2005,I,Snowy Egret,1
12/28/2005,I,Western Gull,4
12/28/2005,II,Black Phoebe,2
12/28/2005,II,Ruddy Turnstone,20
12/28/2005,II,Wandering Tattler,2
12/28/2005,II,Western Gull,1
12/28/2005,III,Black Phoebe,3
12/28/2005,III,Great Blue Heron,1
12/28/2005,III,Great Egret,1
12/28/2005,III,Say's Phoebe,1
12/28/2005,III,Snowy Egret,6
12/28/2005,III,Spotted Sandpiper,2
12/28/2005,III,Wandering Tattler,1
12/28/2005,III,Western Gull,8
12/28/2005,III,Whimbrel,1
12/28/2005,III Boulders,Snowy Egret,1
12/28/2005,III Boulders,Western Gull,1
12/28/2005,III Rocky Outcrop,Cormorant,2
12/28/2005,III Rocky Outcrop,Unidentified Gull,5
12/29/2005,I,Spotted Sandpiper,2
12/29/2005,I,Western Gull,1
12/29/2005,II,Snowy Egret,1
12/29/2005,II,Spotted Sandpiper,1
12/29/2005,II,Western Gull,2
12/29/2005,III,Black Phoebe,2
12/29/2005,III,Black Turnstone,6
12/29/2005,III,Great Blue Heron,1
12/29/2005,III,Great Egret,1
12/29/2005,III,Ring-Billed Gull,2
12/29/2005,III,Say's Phoebe,1
12/29/2005,III,Snowy Egret,2
12/29/2005,III,Unidentified Gull,5
12/29/2005,III,Wandering Tattler,2
12/29/2005,III,Western Gull,8
12/29/2005,III Boulders,Snowy Egret,2
12/29/2005,III Rocky Outcrop,Pelican,6
12/29/2005,III Rocky Outcrop,Snowy Egret,1
12/29/2005,III Rocky Outcrop,Tern,15
12/29/2005,III Rocky Outcrop,Unidentified Gull,70
12/30/2005,I,Snowy Egret,1
12/30/2005,I,Western Gull,2
12/30/2005,II,Black Turnstone,2
12/30/2005,II,Great Blue Heron,1
12/30/2005,II,Say's Phoebe,1
12/30/2005,II,Spotted Sandpiper,1
12/30/2005,II,Western Gull,1
12/30/2005,III,Black Phoebe,3
12/30/2005,III,Ring-Billed Gull,3
12/30/2005,III,Say's Phoebe,1
12/30/2005,III,Snowy Egret,2
12/30/2005,III,Spotted Sandpiper,2
12/30/2005,III,Western Gull,10
12/30/2005,III Rocky Outcrop,Cormorant,3
12/30/2005,III Rocky Outcrop,Pelican,21
12/30/2005,III Rocky Outcrop,Tern,2
12/30/2005,III Rocky Outcrop,Unidentified Gull,11
12/31/2005,I,Black Phoebe,1
12/31/2005,I,Marbled Godwit,1
12/31/2005,I,Western Gull,1
12/31/2005,II,Black Phoebe,2
12/31/2005,II,Great Blue Heron,1
12/31/2005,II,Marbled Godwit,1
12/31/2005,II,Ring-Billed Gull,1
12/31/2005,II,Snowy Egret,2
12/31/2005,II,Wandering Tattler,2
12/31/2005,II,Western Gull,4
12/31/2005,III,Black Phoebe,1
12/31/2005,III,Marbled Godwit,3
12/31/2005,III,Ring-Billed Gull,3
12/31/2005,III,Snowy Egret,6
12/31/2005,III,Unidentified Gull,1
12/31/2005,III,Western Gull,26
12/31/2005,III Boulders,Snowy Egret,1
12/31/2005,III Rocky Outcrop,Pelican,24
12/31/2005,III Rocky Outcrop,Tern,12
12/31/2005,III Rocky Outcrop,Unidentified Gull,34
1/9/2006,I,Wandering Tattler,1
1/9/2006,II,Black Phoebe,1
1/9/2006,II,Western Gull,1
1/9/2006,II,Whimbrel,1
1/9/2006,III,Great Blue Heron,1
1/9/2006,III,Snowy Egret,4
1/9/2006,III,Spotted Sandpiper,2
1/9/2006,III,Tern,15
1/9/2006,III,Unidentified Gull,7
1/9/2006,III,Wandering Tattler,2
1/9/2006,III,Western Gull,5
1/9/2006,III Boulders,Snowy Egret,2
1/9/2006,III Rocky Outcrop,Cormorant,1
1/9/2006,III Rocky Outcrop,Pelican,20
1/9/2006,III Rocky Outcrop,Unidentified Gull,240
1/10/2006,I,Great Blue Heron,1
1/10/2006,I,Snowy Egret,3
1/10/2006,I,Spotted Sandpiper,1
1/10/2006,I,Unidentified Gull,7
1/10/2006,I,Western Gull,4
1/10/2006,II,Black Phoebe,1
1/10/2006,II,Great Blue Heron,1
1/10/2006,II,Snowy Egret,2
1/10/2006,II,Wandering Tattler,1
1/10/2006,II,Western Gull,2
1/10/2006,III,Black Phoebe,1
1/10/2006,III,Great Blue Heron,1
1/10/2006,III,Snowy Egret,5
1/10/2006,III,Spotted Sandpiper,2
1/10/2006,III,Unidentified Gull,3
1/10/2006,III,Western Gull,13
1/10/2006,III Boulders,Snowy Egret,1
1/10/2006,III Rocky Outcrop,Pelican,23
1/10/2006,III Rocky Outcrop,Tern,3
1/10/2006,III Rocky Outcrop,Unidentified Gull,130
1/11/2006,I,Snowy Egret,2
1/11/2006,I,Spotted Sandpiper,1
1/11/2006,I,Western Gull,4
1/11/2006,II,Black Phoebe,1
1/11/2006,II,Great Blue Heron,1
1/11/2006,II,Snowy Egret,2
1/11/2006,II,Spotted Sandpiper,1
1/11/2006,II,Unidentified Gull,1
1/11/2006,II,Western Gull,3
1/11/2006,II,Whimbrel,1
1/11/2006,III,Black Phoebe,2
1/11/2006,III,Black Turnstone,2
1/11/2006,III,Great Blue Heron,2
1/11/2006,III,Snowy Egret,1
1/11/2006,III,Tern,8
1/11/2006,III,Unidentified Gull,10
1/11/2006,III,Wandering Tattler,1
1/11/2006,III,Western Gull,11
1/11/2006,III Boulders,Snowy Egret,1
1/11/2006,III Boulders,Unidentified Gull,1
1/11/2006,III Boulders,Western Gull,1
1/11/2006,III Rocky Outcrop,Pelican,16
1/11/2006,III Rocky Outcrop,Tern,9
1/11/2006,III Rocky Outcrop,Unidentified Gull,170
1/13/2006,I,Black Turnstone,25
1/13/2006,I,Snowy Egret,1
1/13/2006,I,Spotted Sandpiper,2
1/13/2006,I,Wandering Tattler,1
1/13/2006,I,Western Gull,2
1/13/2006,II,Black Phoebe,1
1/13/2006,II,Say's Phoebe,1
1/13/2006,II,Snowy Egret,1
1/13/2006,II,Spotted Sandpiper,1
1/13/2006,II,Unidentified Gull,1
1/13/2006,II,Western Gull,1
1/13/2006,II,Whimbrel,1
1/13/2006,III,Black Phoebe,3
1/13/2006,III,Great Egret,1
1/13/2006,III,Snowy Egret,7
1/13/2006,III,Spotted Sandpiper,2
1/13/2006,III,Unidentified Gull,3
1/13/2006,III,Western Gull,8
1/13/2006,III Boulders,Snowy Egret,1
1/13/2006,III Rocky Outcrop,Pelican,1
1/13/2006,III Rocky Outcrop,Snowy Egret,2
1/13/2006,III Rocky Outcrop,Tern,28
1/13/2006,III Rocky Outcrop,Unidentified Gull,150
1/14/2006,I,Black Turnstone,27
1/14/2006,I,Snowy Egret,1
1/14/2006,I,Western Gull,2
1/14/2006,II,Black Phoebe,1
1/14/2006,II,Black Turnstone,1
1/14/2006,II,Spotted Sandpiper,2
1/14/2006,II,Unidentified Gull,2
1/14/2006,II,Wandering Tattler,2
1/14/2006,II,Western Gull,2
1/14/2006,III,Black Phoebe,2
1/14/2006,III,Great Blue Heron,1
1/14/2006,III,Ring-Billed Gull,1
1/14/2006,III,Snowy Egret,5
1/14/2006,III,Spotted Sandpiper,2
1/14/2006,III,Unidentified Gull,3
1/14/2006,III,Western Gull,9
1/14/2006,III,Whimbrel,1
1/14/2006,III Boulders,Snowy Egret,1
1/14/2006,III Rocky Outcrop,Pelican,25
1/14/2006,III Rocky Outcrop,Snowy Egret,4
1/14/2006,III Rocky Outcrop,Tern,14
1/14/2006,III Rocky Outcrop,Unidentified Gull,150
1/27/2006,I,Black Phoebe,2
1/27/2006,I,Snowy Egret,2
1/27/2006,I,Spotted Sandpiper,1
1/27/2006,I,Western Gull,2
1/27/2006,II,Black Phoebe,1
1/27/2006,II,Black Turnstone,2
1/27/2006,II,Great Blue Heron,2
1/27/2006,II,Say's Phoebe,1
1/27/2006,II,Snowy Egret,3
1/27/2006,II,Spotted Sandpiper,1
1/27/2006,II,Western Gull,3
1/27/2006,III,Black Phoebe,1
1/27/2006,III,Great Blue Heron,1
1/27/2006,III,Snowy Egret,3
1/27/2006,III,Unidentified Gull,3
1/27/2006,III,Wandering Tattler,1
1/27/2006,III,Western Gull,7
1/27/2006,III Rocky Outcrop,Cormorant,2
1/27/2006,III Rocky Outcrop,Great Blue Heron,2
1/27/2006,III Rocky Outcrop,Pelican,14
1/27/2006,III Rocky Outcrop,Tern,2
1/27/2006,III Rocky Outcrop,Unidentified Gull,155
1/28/2006,I,Snowy Egret,1
1/28/2006,I,Western Gull,4
1/28/2006,II,Black Phoebe,1
1/28/2006,II,Ring-Billed Gull,1
1/28/2006,II,Snowy Egret,2
1/28/2006,II,Spotted Sandpiper,1
1/28/2006,II,Western Gull,1
1/28/2006,III,California Gull,1
1/28/2006,III,Great Blue Heron,3
1/28/2006,III,Ring-Billed Gull,1
1/28/2006,III,Snowy Egret,8
1/28/2006,III,Spotted Sandpiper,2
1/28/2006,III,Unidentified Gull,6
1/28/2006,III,Wandering Tattler,1
1/28/2006,III,Western Gull,18
1/28/2006,III Rocky Outcrop,Pelican,5
1/28/2006,III Rocky Outcrop,Tern,15
1/28/2006,III Rocky Outcrop,Unidentified Gull,140
1/29/2006,I,Snowy Egret,1
1/29/2006,I,Western Gull,1
1/29/2006,II,Western Gull,1
1/29/2006,III,Great Blue Heron,2
1/29/2006,III,Great Egret,1
1/29/2006,III,Herring Gull,1
1/29/2006,III,Snowy Egret,8
1/29/2006,III,Spotted Sandpiper,1
1/29/2006,III,Unidentified Gull,2
1/29/2006,III,Western Gull,8
1/29/2006,III Rocky Outcrop,Great Blue Heron,3
1/29/2006,III Rocky Outcrop,Pelican,18
1/29/2006,III Rocky Outcrop,Tern,13
1/29/2006,III Rocky Outcrop,Unidentified Gull,100
2/7/2006,I,Spotted Sandpiper,3
2/7/2006,I,Western Gull,2
2/7/2006,II,Black Phoebe,1
2/7/2006,II,Spotted Sandpiper,1
2/7/2006,II,Unidentified Gull,1
2/7/2006,II,Western Gull,2
2/7/2006,III,Black Phoebe,1
2/7/2006,III,Great Blue Heron,1
2/7/2006,III,Snowy Egret,1
2/7/2006,III,Spotted Sandpiper,1
2/7/2006,III,Unidentified Gull,3
2/7/2006,III,Wandering Tattler,2
2/7/2006,III,Western Gull,4
2/7/2006,III Boulders,Great Egret,1
2/7/2006,III Boulders,Snowy Egret,11
2/7/2006,III Rocky Outcrop,Cormorant,2
2/7/2006,III Rocky Outcrop,Great Egret,1
2/7/2006,III Rocky Outcrop,Tern,2
2/7/2006,III Rocky Outcrop,Unidentified Gull,70
2/8/2006,I,Black Phoebe,1
2/8/2006,I,Snowy Egret,2
2/8/2006,I,Spotted Sandpiper,1
2/8/2006,I,Western Gull,3
2/8/2006,II,Black Turnstone,5
2/8/2006,II,Spotted Sandpiper,1
2/8/2006,II,Wandering Tattler,2
2/8/2006,III,Black Phoebe,1
2/8/2006,III,Black Turnstone,1
2/8/2006,III,Snowy Egret,1
2/8/2006,III,Spotted Sandpiper,3
2/8/2006,III,Unidentified Gull,1
2/8/2006,III,Western Gull,4
2/8/2006,III,Whimbrel,1
2/8/2006,III Boulders,Snowy Egret,1
2/8/2006,III Boulders,Western Gull,1
2/8/2006,III Rocky Outcrop,Pelican,5
2/8/2006,III Rocky Outcrop,Unidentified Gull,75
2/9/2006,I,Black Turnstone,1
2/9/2006,I,Snowy Egret,1
2/9/2006,I,Spotted Sandpiper,1
2/9/2006,I,Western Gull,2
2/9/2006,II,Black Turnstone,1
2/9/2006,II,California Gull,1
2/9/2006,II,Snowy Egret,1
2/9/2006,II,Spotted Sandpiper,1
2/9/2006,II,Unidentified Gull,1
2/9/2006,II,Wandering Tattler,1
2/9/2006,II,Western Gull,3
2/9/2006,III,Black Turnstone,5
2/9/2006,III,Great Blue Heron,1
2/9/2006,III,Great Egret,1
2/9/2006,III,Snowy Egret,5
2/9/2006,III,Unidentified Gull,1
2/9/2006,III,Western Gull,2
2/9/2006,III Boulders,Black Turnstone,4
2/9/2006,III Rocky Outcrop,Cormorant,3
2/9/2006,III Rocky Outcrop,Great Blue Heron,1
2/9/2006,III Rocky Outcrop,Pelican,6
2/9/2006,III Rocky Outcrop,Snowy Egret,1
2/9/2006,III Rocky Outcrop,Tern,7
2/9/2006,III Rocky Outcrop,Unidentified Gull,50
2/10/2006,I,Spotted Sandpiper,2
2/10/2006,I,Western Gull,2
2/10/2006,II,Black Phoebe,1
2/10/2006,II,Black Turnstone,1
2/10/2006,II,Snowy Egret,2
2/10/2006,II,Spotted Sandpiper,1
2/10/2006,II,Wandering Tattler,1
2/10/2006,II,Western Gull,1
2/10/2006,III,Black Phoebe,3
2/10/2006,III,Great Blue Heron,2
2/10/2006,III,Great Egret,1
2/10/2006,III,Snowy Egret,7
2/10/2006,III,Spotted Sandpiper,1
2/10/2006,III,Unidentified Gull,2
2/10/2006,III,Wandering Tattler,1
2/10/2006,III,Western Gull,7
2/10/2006,III Rocky Outcrop,Cormorant,1
2/10/2006,III Rocky Outcrop,Great Blue Heron,1
2/10/2006,III Rocky Outcrop,Pelican,4
2/10/2006,III Rocky Outcrop,Snowy Egret,3
2/10/2006,III Rocky Outcrop,Tern,25
2/10/2006,III Rocky Outcrop,Unidentified Gull,130
2/13/2006,I,Black Turnstone,3
2/13/2006,I,Snowy Egret,1
2/13/2006,I,Spotted Sandpiper,1
